"ID"	"batch"	"protocol"	"date"	"location"	"batch_date"
"C2_17_2025_03_26"	"20251031_2505509054"	"both"	"2025_03_26"	"17"	"20251031"
"E3_10_2025_03_26"	"20251031_2505509054"	"both"	"2025_03_26"	"10"	"20251031"
"G2_25_2025_03_26"	"20251031_2505509054"	"both"	"2025_03_26"	"25"	"20251031"
"B3_05_2025_03_28"	"20251031_2505509054"	"both"	"2025_03_28"	"05"	"20251031"
"D2_17_2025_03_28"	"20251031_2505509054"	"both"	"2025_03_28"	"17"	"20251031"
"F1_15_2025_03_28"	"20251031_2505509054"	"both"	"2025_03_28"	"15"	"20251031"
"F3_10_2025_03_28"	"20251031_2505509054"	"both"	"2025_03_28"	"10"	"20251031"
"H2_25_2025_03_28"	"20251031_2505509054"	"both"	"2025_03_28"	"25"	"20251031"
"B1_16_2025_03_29"	"20251031_2505509054"	"both"	"2025_03_29"	"16"	"20251031"
"G1_15_2025_04_02"	"20251031_2505509054"	"both"	"2025_04_02"	"15"	"20251031"
"A2_17_2025_04_03"	"20251031_2505509054"	"both"	"2025_04_03"	"17"	"20251031"
"C1_16_2025_04_03"	"20251031_2505509054"	"both"	"2025_04_03"	"16"	"20251031"
"C3_05_2025_04_03"	"20251031_2505509054"	"both"	"2025_04_03"	"05"	"20251031"
"E2_25_2025_04_03"	"20251031_2505509054"	"both"	"2025_04_03"	"25"	"20251031"
"G3_10_2025_04_03"	"20251031_2505509054"	"both"	"2025_04_03"	"10"	"20251031"
"B2_17_2025_04_05"	"20251031_2505509054"	"both"	"2025_04_05"	"17"	"20251031"
"D3_05_2025_04_05"	"20251031_2505509054"	"both"	"2025_04_05"	"05"	"20251031"
"F2_25_2025_04_05"	"20251031_2505509054"	"both"	"2025_04_05"	"25"	"20251031"
"H3_10_2025_04_05"	"20251031_2505509054"	"both"	"2025_04_05"	"10"	"20251031"
"D1_16_2025_04_06"	"20251031_2505509054"	"both"	"2025_04_06"	"16"	"20251031"
"H1_15_2025_04_06"	"20251031_2505509054"	"both"	"2025_04_06"	"15"	"20251031"
"A1_05_2025_04_07"	"20250502_2427555666"	"both"	"2025_04_07"	"05"	"20250502"
"C1_10_2025_04_07"	"20250502_2427555666"	"both"	"2025_04_07"	"10"	"20250502"
"E1_17_2025_04_07"	"20250502_2427555666"	"both"	"2025_04_07"	"17"	"20250502"
"G1_25_2025_04_07"	"20250502_2427555666"	"both"	"2025_04_07"	"25"	"20250502"
"A2_15_2025_04_10"	"20250502_2427555666"	"both"	"2025_04_10"	"15"	"20250502"
"C2_16_2025_04_11"	"20250502_2427555666"	"both"	"2025_04_11"	"16"	"20250502"
"B1_05_2025_04_13"	"20250502_2427555666"	"both"	"2025_04_13"	"05"	"20250502"
"D1_10_2025_04_13"	"20250502_2427555666"	"both"	"2025_04_13"	"10"	"20250502"
"F1_17_2025_04_13"	"20250502_2427555666"	"both"	"2025_04_13"	"17"	"20250502"
"H1_25_2025_04_13"	"20250502_2427555666"	"both"	"2025_04_13"	"25"	"20250502"
"B2_15_2025_04_14"	"20250502_2427555666"	"both"	"2025_04_14"	"15"	"20250502"
"D2_16_2025_04_14"	"20250502_2427555666"	"both"	"2025_04_14"	"16"	"20250502"
"A3_17_2025_04_15"	"20250502_2427555666"	"both"	"2025_04_15"	"17"	"20250502"
"C3_25_2025_04_15"	"20250502_2427555666"	"both"	"2025_04_15"	"25"	"20250502"
"E2_05_2025_04_15"	"20250502_2427555666"	"both"	"2025_04_15"	"05"	"20250502"
"E3_15_2025_04_15"	"20250502_2427555666"	"both"	"2025_04_15"	"15"	"20250502"
"G2_10_2025_04_15"	"20250502_2427555666"	"both"	"2025_04_15"	"10"	"20250502"
"G3_16_2025_04_15"	"20250502_2427555666"	"both"	"2025_04_15"	"16"	"20250502"
"H3_16_2025_04_16"	"20250502_2427555666"	"both"	"2025_04_16"	"16"	"20250502"
"B3_17_2025_04_18"	"20250502_2427555666"	"both"	"2025_04_18"	"17"	"20250502"
"D3_25_2025_04_18"	"20250502_2427555666"	"both"	"2025_04_18"	"25"	"20250502"
"F2_05_2025_04_18"	"20250502_2427555666"	"both"	"2025_04_18"	"05"	"20250502"
"F3_15_2025_04_18"	"20250502_2427555666"	"both"	"2025_04_18"	"15"	"20250502"
"H2_10_2025_04_18"	"20250502_2427555666"	"both"	"2025_04_18"	"10"	"20250502"
