,sample_id,date,location,subtype,genome_region,nuc_diversity,covered_part,mean_pos_coverage,richness
277,G2_15_2024_12_16,2024_12_16,15,RSV-A,F,,0.0,0.0,
278,G2_15_2024_12_16,2024_12_16,15,RSV-A,genome,,0.0,0.0,
279,G4_16_2024_12_18,2024_12_18,16,RSV-A,G,,0.0,0.0,
280,G4_16_2024_12_18,2024_12_18,16,RSV-A,F,,0.0,0.0,
281,G4_16_2024_12_18,2024_12_18,16,RSV-A,genome,0.0007728711441565554,0.05274220032840723,27.091428571428573,12.453300124533001
282,A4_17_2024_12_19,2024_12_19,17,RSV-A,G,,0.0,0.11387163561076605,
283,A4_17_2024_12_19,2024_12_19,17,RSV-A,F,,0.0,0.035942028985507246,
284,A4_17_2024_12_19,2024_12_19,17,RSV-A,genome,,0.0,0.059835796387520526,
285,C3_05_2024_12_19,2024_12_19,05,RSV-A,G,,0.0,0.582815734989648,
286,C3_05_2024_12_19,2024_12_19,05,RSV-A,F,,0.0,0.26666666666666666,
287,C3_05_2024_12_19,2024_12_19,05,RSV-A,genome,,0.0,0.1882430213464696,
288,D4_25_2024_12_19,2024_12_19,25,RSV-A,G,,0.0,0.0,
289,D4_25_2024_12_19,2024_12_19,25,RSV-A,F,,0.0,0.0,
290,D4_25_2024_12_19,2024_12_19,25,RSV-A,genome,,0.0,0.0,
291,F3_10_2024_12_19,2024_12_19,10,RSV-A,G,0.002669654927155433,0.7577639751552795,5205.300207039338,36.885245901639344
292,F3_10_2024_12_19,2024_12_19,10,RSV-A,F,0.00034074853599748797,0.688695652173913,2471.9472463768116,14.30976430976431
293,F3_10_2024_12_19,2024_12_19,10,RSV-A,genome,0.003210923199588645,0.48367816091954025,2234.07763546798,23.628462791960892
294,H4_16_2024_12_19,2024_12_19,16,RSV-A,G,0.010165580816405189,0.6055900621118012,10025.629399585921,39.31623931623932
295,H4_16_2024_12_19,2024_12_19,16,RSV-A,F,0.0068426273123588476,0.12695652173913044,7792.936231884058,18.2648401826484
296,H4_16_2024_12_19,2024_12_19,16,RSV-A,genome,0.007168577238900316,0.23435139573070607,3790.3716256157636,28.026905829596412
297,A5_16_2024_12_20,2024_12_20,16,RSV-A,G,,0.0,0.0,
298,A5_16_2024_12_20,2024_12_20,16,RSV-A,F,,0.0,0.0,
299,A5_16_2024_12_20,2024_12_20,16,RSV-A,genome,,0.0,0.0,
300,B4_17_2024_12_20,2024_12_20,17,RSV-A,G,,0.0,0.5942028985507246,
301,B4_17_2024_12_20,2024_12_20,17,RSV-A,F,,0.0,0.18492753623188407,
302,B4_17_2024_12_20,2024_12_20,17,RSV-A,genome,,0.0,0.18082101806239737,
303,D3_05_2024_12_20,2024_12_20,05,RSV-A,G,,0.0,0.013457556935817806,
304,D3_05_2024_12_20,2024_12_20,05,RSV-A,F,0.000155772953543531,0.03536231884057971,52.0272463768116,32.786885245901644
305,D3_05_2024_12_20,2024_12_20,05,RSV-A,genome,0.002052704616070795,0.19297208538587848,84.05458128078817,18.379850238257315
306,E4_25_2024_12_20,2024_12_20,25,RSV-A,G,,0.0,0.0,
307,E4_25_2024_12_20,2024_12_20,25,RSV-A,F,,0.0,0.0,
308,E4_25_2024_12_20,2024_12_20,25,RSV-A,genome,,0.0,0.0,
309,G3_10_2024_12_20,2024_12_20,10,RSV-A,G,,0.0,0.0,
310,G3_10_2024_12_20,2024_12_20,10,RSV-A,F,,0.0,0.0,
311,G3_10_2024_12_20,2024_12_20,10,RSV-A,genome,,0.0,0.0,
312,C4_17_2024_12_21,2024_12_21,17,RSV-A,G,,0.0,0.0,
313,C4_17_2024_12_21,2024_12_21,17,RSV-A,F,,0.0,0.0,
314,C4_17_2024_12_21,2024_12_21,17,RSV-A,genome,,0.0,0.013990147783251231,
315,E3_05_2024_12_21,2024_12_21,05,RSV-A,G,,0.0,0.0,
316,E3_05_2024_12_21,2024_12_21,05,RSV-A,F,,0.0,0.0,
317,E3_05_2024_12_21,2024_12_21,05,RSV-A,genome,,0.0,0.01438423645320197,
318,F4_25_2024_12_21,2024_12_21,25,RSV-A,G,,0.0,0.0,
319,F4_25_2024_12_21,2024_12_21,25,RSV-A,F,,0.0,0.0,
320,F4_25_2024_12_21,2024_12_21,25,RSV-A,genome,,0.0,0.0,
321,H3_10_2024_12_21,2024_12_21,10,RSV-A,G,0.0019947134633156536,0.32608695652173914,557.0207039337474,38.0952380952381
322,H3_10_2024_12_21,2024_12_21,10,RSV-A,F,0.0037113258632688047,0.4817391304347826,106.9872463768116,16.84717208182912
323,H3_10_2024_12_21,2024_12_21,10,RSV-A,genome,0.0029035905957554954,0.5775369458128079,1575.951330049261,17.9688388490845
324,B5_05_2024_12_23,2024_12_23,05,RSV-A,G,,0.0,0.0,
325,B5_05_2024_12_23,2024_12_23,05,RSV-A,F,,0.0,0.0,
326,B5_05_2024_12_23,2024_12_23,05,RSV-A,genome,,0.0,0.0,
327,C6_25_2024_12_23,2024_12_23,25,RSV-A,G,,0.0,0.4648033126293996,
328,C6_25_2024_12_23,2024_12_23,25,RSV-A,F,,0.0,0.07188405797101449,
329,C6_25_2024_12_23,2024_12_23,25,RSV-A,genome,,0.0,0.04801313628899836,
330,E5_10_2024_12_23,2024_12_23,10,RSV-A,G,0.0,0.003105590062111801,1.8954451345755694,0.0
331,E5_10_2024_12_23,2024_12_23,10,RSV-A,F,,0.0,0.4260869565217391,
332,E5_10_2024_12_23,2024_12_23,10,RSV-A,genome,0.012654321134826257,0.004729064039408867,0.36486042692939247,55.55555555555555
333,H5_17_2024_12_23,2024_12_23,17,RSV-A,G,,0.0,0.11387163561076605,
334,H5_17_2024_12_23,2024_12_23,17,RSV-A,F,,0.0,0.035942028985507246,
335,H5_17_2024_12_23,2024_12_23,17,RSV-A,genome,,0.0,0.04466338259441708,
336,F6_16_2024_12_24,2024_12_24,16,RSV-A,G,0.004566156461066008,0.6915113871635611,8590.33850931677,50.89820359281437
337,F6_16_2024_12_24,2024_12_24,16,RSV-A,F,0.0015152160766212983,0.8452173913043478,6660.561739130435,11.659807956104252
338,F6_16_2024_12_24,2024_12_24,16,RSV-A,genome,0.0046585160449350415,0.6764532019704433,3876.1725451559932,25.342266239440722
339,F5_10_2024_12_27,2024_12_27,10,RSV-A,G,0.012954870698335189,0.7732919254658385,9624.41718426501,48.19277108433735
340,F5_10_2024_12_27,2024_12_27,10,RSV-A,F,0.0013196713227285745,0.5443478260869565,3985.543768115942,12.779552715654951
341,F5_10_2024_12_27,2024_12_27,10,RSV-A,genome,0.0040288913834609415,0.6608210180623973,2474.6187848932677,20.57449557698042
342,A6_17_2024_12_28,2024_12_28,17,RSV-A,G,0.00011156955374255546,0.11387163561076605,1940.8115942028985,27.27272727272727
343,A6_17_2024_12_28,2024_12_28,17,RSV-A,F,4.45902267596366e-05,0.09159420289855072,1679.3872463768116,12.658227848101266
344,A6_17_2024_12_28,2024_12_28,17,RSV-A,genome,0.00070387737957193,0.13320197044334975,485.3306403940887,17.25838264299803
345,C5_05_2024_12_28,2024_12_28,05,RSV-A,G,0.007518033877728554,0.65527950310559,13022.374741200829,28.43601895734597
346,C5_05_2024_12_28,2024_12_28,05,RSV-A,F,0.0009424588329010536,0.5373913043478261,8768.719420289855,17.25997842502697
347,C5_05_2024_12_28,2024_12_28,05,RSV-A,genome,0.002218946019704922,0.5743185550082102,4478.668045977011,17.38334858188472
348,D6_25_2024_12_28,2024_12_28,25,RSV-A,G,0.0032135716901786292,0.30124223602484473,20.593167701863354,48.10996563573883
349,D6_25_2024_12_28,2024_12_28,25,RSV-A,F,0.0003505925161002583,0.2852173913043478,16.05391304347826,4.065040650406504
350,D6_25_2024_12_28,2024_12_28,25,RSV-A,genome,0.007002267751763243,0.169064039408867,16.580689655172414,27.583527583527584
351,G5_10_2024_12_28,2024_12_28,10,RSV-A,G,0.011799662243625202,0.7660455486542443,4284.358178053831,43.24324324324324
352,G5_10_2024_12_28,2024_12_28,10,RSV-A,F,0.0018018553812681937,0.8452173913043478,2414.217971014493,10.973936899862824
353,G5_10_2024_12_28,2024_12_28,10,RSV-A,genome,0.004558791859852677,0.763743842364532,1838.0673891625615,21.155830753353975
354,G6_16_2024_12_28,2024_12_28,16,RSV-A,G,0.0012630317106133674,0.4979296066252588,5980.345755693582,27.027027027027028
355,G6_16_2024_12_28,2024_12_28,16,RSV-A,F,6.960149538722565e-05,0.11246376811594203,4411.251594202899,25.773195876288657
356,G6_16_2024_12_28,2024_12_28,16,RSV-A,genome,0.004575857825185413,0.3195402298850575,3693.8501149425288,22.816032887975336
357,B6_17_2024_12_29,2024_12_29,17,RSV-A,G,0.010922055383997275,0.4616977225672878,12307.770186335403,51.569506726457405
358,B6_17_2024_12_29,2024_12_29,17,RSV-A,F,8.331949764307277e-05,0.44,9999.113623188407,9.22266139657444
359,B6_17_2024_12_29,2024_12_29,17,RSV-A,genome,0.002453613160097134,0.2690968801313629,2871.9883087027915,19.282401757383454
360,D5_05_2024_12_29,2024_12_29,05,RSV-A,G,0.005885430691537989,0.7805383022774327,5515.886128364389,45.09283819628647
361,D5_05_2024_12_29,2024_12_29,05,RSV-A,F,0.003952640226130409,0.27246376811594203,2749.456231884058,12.76595744680851
362,D5_05_2024_12_29,2024_12_29,05,RSV-A,genome,0.0031499785968758702,0.6113628899835797,2780.519146141215,20.8422862054147
363,E6_25_2024_12_29,2024_12_29,25,RSV-A,G,,0.0,0.3581780538302277,
364,E6_25_2024_12_29,2024_12_29,25,RSV-A,F,,0.0,0.29391304347826086,
365,E6_25_2024_12_29,2024_12_29,25,RSV-A,genome,,0.0,0.10082101806239738,
366,H6_16_2024_12_29,2024_12_29,16,RSV-A,G,0.0013072070120256855,0.5590062111801242,6544.416149068323,31.481481481481477
367,H6_16_2024_12_29,2024_12_29,16,RSV-A,F,0.002919062098701562,0.4985507246376812,5589.190724637681,15.116279069767442
368,H6_16_2024_12_29,2024_12_29,16,RSV-A,genome,0.0014686249122028766,0.3115270935960591,4607.780295566503,17.710309930423783
369,A1_10_2025_01_01,2025_01_01,10,RSV-A,G,0.011411012238228517,1.0,20534.502070393373,52.79503105590062
370,A1_10_2025_01_01,2025_01_01,10,RSV-A,F,0.0055014730393705335,0.8515942028985507,9619.773333333333,20.42205582028591
371,A1_10_2025_01_01,2025_01_01,10,RSV-A,genome,0.007113307957198416,0.7819376026272578,7954.4855829228245,28.97942041159177
372,A2_16_2025_01_01,2025_01_01,16,RSV-A,G,0.0015760977765179483,0.5393374741200828,1401.4968944099378,36.468330134357004
373,A2_16_2025_01_01,2025_01_01,16,RSV-A,F,0.004219158804778733,0.2863768115942029,889.9971014492753,20.242914979757085
374,A2_16_2025_01_01,2025_01_01,16,RSV-A,genome,0.002379260229193861,0.26141215106732346,658.911855500821,19.597989949748744
375,C1_17_2025_01_01,2025_01_01,17,RSV-A,G,,0.0,0.0,
376,C1_17_2025_01_01,2025_01_01,17,RSV-A,F,,0.0,0.07710144927536232,
377,C1_17_2025_01_01,2025_01_01,17,RSV-A,genome,,0.0,0.013596059113300493,
378,E1_25_2025_01_01,2025_01_01,25,RSV-A,G,,0.0,0.0,
379,E1_25_2025_01_01,2025_01_01,25,RSV-A,F,,0.0,0.0,
380,E1_25_2025_01_01,2025_01_01,25,RSV-A,genome,,0.0,0.0,
381,G1_15_2025_01_01,2025_01_01,15,RSV-A,G,,0.0,0.015527950310559006,
382,G1_15_2025_01_01,2025_01_01,15,RSV-A,F,,0.0,0.07710144927536232,
383,G1_15_2025_01_01,2025_01_01,15,RSV-A,genome,0.001084601907218597,0.07323481116584565,374.54600985221674,23.318385650224215
384,B1_10_2025_01_03,2025_01_03,10,RSV-A,G,0.0005620890931652455,0.9254658385093167,1076.2329192546583,31.319910514541387
385,B1_10_2025_01_03,2025_01_03,10,RSV-A,F,0.00014249169657806597,0.647536231884058,687.0301449275362,10.743061772605193
386,B1_10_2025_01_03,2025_01_03,10,RSV-A,genome,0.0018979435469823993,0.5485714285714286,776.8672577996716,19.516283524904217
387,D1_17_2025_01_03,2025_01_03,17,RSV-A,G,,0.0,0.0,
388,D1_17_2025_01_03,2025_01_03,17,RSV-A,F,,0.0,0.0,
389,D1_17_2025_01_03,2025_01_03,17,RSV-A,genome,,0.0,0.0,
390,F1_25_2025_01_03,2025_01_03,25,RSV-A,G,,0.0,1.1801242236024845,
391,F1_25_2025_01_03,2025_01_03,25,RSV-A,F,,0.0,0.0,
392,F1_25_2025_01_03,2025_01_03,25,RSV-A,genome,,0.0,0.25136288998357964,
393,H1_15_2025_01_03,2025_01_03,15,RSV-A,G,,0.0,0.0,
394,H1_15_2025_01_03,2025_01_03,15,RSV-A,F,,0.0,0.0,
395,H1_15_2025_01_03,2025_01_03,15,RSV-A,genome,,0.0,0.015172413793103448,
396,B2_16_2025_01_04,2025_01_04,16,RSV-A,G,0.004887734775548337,0.2318840579710145,1656.5300207039338,22.321428571428573
397,B2_16_2025_01_04,2025_01_04,16,RSV-A,F,0.004043183705590385,0.6782608695652174,1422.3750724637682,14.52991452991453
398,B2_16_2025_01_04,2025_01_04,16,RSV-A,genome,0.0055629610568508955,0.6200985221674877,1978.7166502463053,20.548670691664018
399,C3_15_2025_01_08,2025_01_08,15,RSV-A,G,,0.0,0.0,
400,C3_15_2025_01_08,2025_01_08,15,RSV-A,F,,0.0,0.0,
401,C3_15_2025_01_08,2025_01_08,15,RSV-A,genome,,0.0,0.0,
402,A3_25_2025_01_09,2025_01_09,25,RSV-A,G,0.006536216915237201,0.7267080745341615,479.7546583850932,41.31054131054131
403,A3_25_2025_01_09,2025_01_09,25,RSV-A,F,0.005268381010989328,0.44579710144927537,55.45507246376812,14.304291287386215
404,A3_25_2025_01_09,2025_01_09,25,RSV-A,genome,0.003958014474426776,0.5799671592775041,480.3504105090312,20.158550396375993
405,C2_05_2025_01_09,2025_01_09,05,RSV-A,G,0.0032633048922505133,0.8840579710144928,2663.1790890269153,35.128805620608894
406,C2_05_2025_01_09,2025_01_09,05,RSV-A,F,3.0675775583528966e-05,0.11246376811594203,1105.3217391304347,10.309278350515465
407,C2_05_2025_01_09,2025_01_09,05,RSV-A,genome,0.0026471288674214943,0.578128078817734,961.4369129720853,18.291297432401727
408,E2_10_2025_01_09,2025_01_09,10,RSV-A,G,0.019451547040487457,0.2567287784679089,7540.610766045549,52.41935483870968
409,E2_10_2025_01_09,2025_01_09,10,RSV-A,F,0.005540695191010613,0.33507246376811595,6367.925217391305,15.570934256055363
410,E2_10_2025_01_09,2025_01_09,10,RSV-A,genome,0.003915905174109095,0.5929720853858785,4137.04433497537,18.830305715551617
411,E3_16_2025_01_09,2025_01_09,16,RSV-A,G,0.0054186391890371985,0.32401656314699795,1613.483436853002,63.897763578274756
412,E3_16_2025_01_09,2025_01_09,16,RSV-A,F,0.003197855347640656,0.5982608695652174,382.1831884057971,15.503875968992247
413,E3_16_2025_01_09,2025_01_09,16,RSV-A,genome,0.002346196661628713,0.5069293924466338,1626.4549753694582,17.10287639284789
414,G2_17_2025_01_09,2025_01_09,17,RSV-A,G,,0.0,0.0,
415,G2_17_2025_01_09,2025_01_09,17,RSV-A,F,,0.0,0.0,
416,G2_17_2025_01_09,2025_01_09,17,RSV-A,genome,,0.0,0.0,
417,B3_25_2025_01_11,2025_01_11,25,RSV-A,G,0.003246799376924596,0.4751552795031056,116.18737060041408,43.57298474945534
418,B3_25_2025_01_11,2025_01_11,25,RSV-A,F,0.00034071557476239166,0.3402898550724638,24.468985507246376,10.221465076660987
419,B3_25_2025_01_11,2025_01_11,25,RSV-A,genome,0.0012482188888472852,0.36742200328407226,347.90463054187194,17.87629603146228
420,D2_05_2025_01_11,2025_01_11,05,RSV-A,G,0.0013171635014699542,0.8964803312629399,4728.806418219462,31.17782909930716
421,D2_05_2025_01_11,2025_01_11,05,RSV-A,F,0.0006043110867965211,0.5373913043478261,2694.112463768116,12.944983818770227
422,D2_05_2025_01_11,2025_01_11,05,RSV-A,genome,0.002591056118838818,0.6120197044334975,2585.51802955665,17.60034342133505
423,F2_10_2025_01_11,2025_01_11,10,RSV-A,G,0.006517780330635693,0.7991718426501035,4274.785714285715,27.202072538860104
424,F2_10_2025_01_11,2025_01_11,10,RSV-A,F,0.0025729903232774003,0.6231884057971014,346.4405797101449,16.74418604651163
425,F2_10_2025_01_11,2025_01_11,10,RSV-A,genome,0.003979441174201367,0.6300821018062397,3174.3152052545156,20.014593974773273
426,H2_17_2025_01_11,2025_01_11,17,RSV-A,G,0.00027744381930006653,0.9089026915113871,6989.045548654244,27.33485193621868
427,H2_17_2025_01_11,2025_01_11,17,RSV-A,F,0.00017524047971855262,0.5084057971014493,3457.7814492753623,12.542759407069555
428,H2_17_2025_01_11,2025_01_11,17,RSV-A,genome,0.0015184490949415243,0.487816091954023,1557.6614121510672,17.907634307257304
429,D3_15_2025_01_12,2025_01_12,15,RSV-A,G,0.003890489928539386,0.6118012422360248,4257.393374741201,37.22504230118443
430,D3_15_2025_01_12,2025_01_12,15,RSV-A,F,0.0011487985421456284,0.6423188405797101,2387.1408695652176,10.830324909747292
431,D3_15_2025_01_12,2025_01_12,15,RSV-A,genome,0.003476429722533132,0.46213464696223316,1633.278883415435,20.608300170551452
432,F3_16_2025_01_12,2025_01_12,16,RSV-A,G,,0.0,0.4616977225672878,
433,F3_16_2025_01_12,2025_01_12,16,RSV-A,F,,0.0,0.07710144927536232,
434,F3_16_2025_01_12,2025_01_12,16,RSV-A,genome,0.0008815320873748214,0.1469950738916256,260.2471592775041,11.61751563896336
435,A1_05_2025_01_13,2025_01_13,05,RSV-A,G,0.00447302605504604,0.9151138716356108,2067.6770186335402,41.8552036199095
436,A1_05_2025_01_13,2025_01_13,05,RSV-A,F,0.0027379325310205485,0.8510144927536232,848.3953623188406,13.623978201634877
437,A1_05_2025_01_13,2025_01_13,05,RSV-A,genome,0.0025345281632695974,0.630607553366174,791.0759934318555,17.914800541610248
438,C1_10_2025_01_13,2025_01_13,10,RSV-A,G,0.009778518284617363,0.9420289855072463,3252.026915113872,51.64835164835164
439,C1_10_2025_01_13,2025_01_13,10,RSV-A,F,0.0022678736081713415,0.8469565217391304,996.8121739130435,16.42710472279261
440,C1_10_2025_01_13,2025_01_13,10,RSV-A,genome,0.004866639210530252,0.7339244663382595,2544.232840722496,24.252729550742796
441,E1_17_2025_01_13,2025_01_13,17,RSV-A,G,,0.0,0.35093167701863354,
442,E1_17_2025_01_13,2025_01_13,17,RSV-A,F,,0.0,0.035942028985507246,
443,E1_17_2025_01_13,2025_01_13,17,RSV-A,genome,,0.0,0.1064696223316913,
444,G1_25_2025_01_13,2025_01_13,25,RSV-A,G,0.0002991241274395156,0.11387163561076605,909.6687370600414,45.45454545454545
445,G1_25_2025_01_13,2025_01_13,25,RSV-A,F,0.0001036148210110011,0.11246376811594203,803.8510144927536,20.61855670103093
446,G1_25_2025_01_13,2025_01_13,25,RSV-A,genome,0.00011067859630173317,0.26935960591133007,287.0017077175698,15.11826383808827
447,A2_15_2025_01_16,2025_01_16,15,RSV-A,G,0.01711045768757342,0.34886128364389235,7.961697722567288,38.57566765578635
448,A2_15_2025_01_16,2025_01_16,15,RSV-A,F,0.0113605238259928,0.07710144927536232,2.1594202898550723,30.075187969924812
449,A2_15_2025_01_16,2025_01_16,15,RSV-A,genome,0.010958953951304718,0.12919540229885057,3.1545484400656814,27.452974072191154
450,C2_16_2025_01_16,2025_01_16,16,RSV-A,G,0.004575113203154521,0.8271221532091098,2143.3260869565215,51.314142678347935
451,C2_16_2025_01_16,2025_01_16,16,RSV-A,F,0.0035852400544700916,0.647536231884058,1348.5663768115942,9.847806624888094
452,C2_16_2025_01_16,2025_01_16,16,RSV-A,genome,0.0036511136045688413,0.5000985221674877,1958.343382594417,19.175203572366694
453,B1_05_2025_01_19,2025_01_19,05,RSV-A,G,0.00023841706108951167,0.484472049689441,309.0621118012422,25.64102564102564
454,B1_05_2025_01_19,2025_01_19,05,RSV-A,F,0.0,0.03536231884057971,8.88231884057971,0.0
455,B1_05_2025_01_19,2025_01_19,05,RSV-A,genome,0.0008204921237521446,0.5594088669950739,353.25155993431855,14.089468122578372
456,D1_10_2025_01_19,2025_01_19,10,RSV-A,G,0.013742790289354165,0.7681159420289855,4950.372670807454,48.517520215633425
457,D1_10_2025_01_19,2025_01_19,10,RSV-A,F,0.004749047192292942,0.6539130434782608,693.6342028985507,19.50354609929078
458,D1_10_2025_01_19,2025_01_19,10,RSV-A,genome,0.004528828008290385,0.5116584564860427,1100.0454515599342,19.768934531450576
459,F1_17_2025_01_19,2025_01_19,17,RSV-A,G,0.008941948488802764,1.0,18133.947204968943,55.900621118012424
460,F1_17_2025_01_19,2025_01_19,17,RSV-A,F,0.0018486058886061896,0.8515942028985507,5672.245217391304,14.295439074200136
461,F1_17_2025_01_19,2025_01_19,17,RSV-A,genome,0.0039909014341438925,0.8933333333333333,8812.764137931035,23.380633776928164
462,H1_25_2025_01_19,2025_01_19,25,RSV-A,G,,0.0,0.36645962732919257,
463,H1_25_2025_01_19,2025_01_19,25,RSV-A,F,,0.0,0.18144927536231883,
464,H1_25_2025_01_19,2025_01_19,25,RSV-A,genome,,0.0,0.11960591133004926,
465,B2_15_2025_01_20,2025_01_20,15,RSV-A,G,0.006686968263668495,0.8840579710144928,350.12525879917183,45.66744730679157
466,B2_15_2025_01_20,2025_01_20,15,RSV-A,F,0.0015688434903725129,0.5814492753623188,135.9814492753623,9.970089730807578
467,B2_15_2025_01_20,2025_01_20,15,RSV-A,genome,0.004376157655149874,0.5514614121510674,234.21812807881773,20.48594568842306
468,D2_16_2025_01_20,2025_01_20,16,RSV-A,G,,0.0,1.434782608695652,
469,D2_16_2025_01_20,2025_01_20,16,RSV-A,F,7.403044327280034e-06,0.20753623188405798,368.92347826086956,2.793296089385475
470,D2_16_2025_01_20,2025_01_20,16,RSV-A,genome,0.0003028358402399715,0.1328735632183908,1057.007224958949,14.829461196243203
471,A3_17_2025_01_21,2025_01_21,17,RSV-A,G,,0.0,0.023809523809523808,
472,A3_17_2025_01_21,2025_01_21,17,RSV-A,F,,0.0,0.3617391304347826,
473,A3_17_2025_01_21,2025_01_21,17,RSV-A,genome,0.000642428558995368,0.10456486042692939,367.12085385878487,16.959798994974875
474,C3_25_2025_01_21,2025_01_21,25,RSV-A,G,,0.0,0.629399585921325,
475,C3_25_2025_01_21,2025_01_21,25,RSV-A,F,,0.0,0.5495652173913044,
476,C3_25_2025_01_21,2025_01_21,25,RSV-A,genome,,0.0,0.5011494252873563,
477,E2_05_2025_01_21,2025_01_21,05,RSV-A,G,,0.0,0.49585921325051757,
478,E2_05_2025_01_21,2025_01_21,05,RSV-A,F,,0.0,0.22608695652173913,
479,E2_05_2025_01_21,2025_01_21,05,RSV-A,genome,,0.0,0.2527422003284072,
480,E3_15_2025_01_21,2025_01_21,15,RSV-A,G,,0.0,0.37370600414078675,
481,E3_15_2025_01_21,2025_01_21,15,RSV-A,F,,0.0,0.035942028985507246,
482,E3_15_2025_01_21,2025_01_21,15,RSV-A,genome,,0.0,0.0780295566502463,
483,G2_10_2025_01_21,2025_01_21,10,RSV-A,G,0.0004630038174139274,0.8416149068322981,2538.722567287785,41.82041820418205
484,G2_10_2025_01_21,2025_01_21,10,RSV-A,F,7.387477584218212e-05,0.647536231884058,977.647536231884,8.057296329453894
485,G2_10_2025_01_21,2025_01_21,10,RSV-A,genome,0.005748715119917305,0.7726765188834155,4924.3952052545155,24.9914994899694
486,G3_16_2025_01_21,2025_01_21,16,RSV-A,G,0.0019316114999998048,0.39544513457556935,9176.142857142857,41.88481675392671
487,G3_16_2025_01_21,2025_01_21,16,RSV-A,F,,0.0,0.6063768115942029,
488,G3_16_2025_01_21,2025_01_21,16,RSV-A,genome,0.0005511354730631485,0.10174055829228243,951.6570771756979,27.11426726920594
489,B3_17_2025_01_24,2025_01_24,17,RSV-A,G,0.0025356784973692504,0.6832298136645962,3449.7060041407867,50.0
490,B3_17_2025_01_24,2025_01_24,17,RSV-A,F,5.729093822877045e-05,0.4446376811594203,304.02086956521737,9.126466753585397
491,B3_17_2025_01_24,2025_01_24,17,RSV-A,genome,0.003416433315407935,0.6286371100164203,3500.504696223317,22.5681746943893
492,D3_25_2025_01_24,2025_01_24,25,RSV-A,G,,0.0,2.022774327122153,
493,D3_25_2025_01_24,2025_01_24,25,RSV-A,F,,0.0,0.14898550724637682,
494,D3_25_2025_01_24,2025_01_24,25,RSV-A,genome,,0.0,0.19139573070607555,
495,F2_05_2025_01_24,2025_01_24,05,RSV-A,G,0.00046465275943204787,0.32401656314699795,1745.212215320911,19.169329073482427
496,F2_05_2025_01_24,2025_01_24,05,RSV-A,F,,0.0,0.3084057971014493,
497,F2_05_2025_01_24,2025_01_24,05,RSV-A,genome,0.0017083162471520454,0.3988177339901478,1044.663842364532,15.810276679841897
498,F3_15_2025_01_24,2025_01_24,15,RSV-A,G,0.009729565358937374,0.9503105590062112,14350.115942028986,45.7516339869281
499,F3_15_2025_01_24,2025_01_24,15,RSV-A,F,0.000986757283003481,0.855072463768116,5440.821449275362,14.915254237288137
500,F3_15_2025_01_24,2025_01_24,15,RSV-A,genome,0.002502366707942631,0.8092610837438423,3506.7475862068964,18.667315964613262
501,H2_10_2025_01_24,2025_01_24,10,RSV-A,G,0.012594459336698331,0.9648033126293996,20390.675983436853,49.35622317596567
502,H2_10_2025_01_24,2025_01_24,10,RSV-A,F,0.005471757933856632,0.8515942028985507,4723.232463768116,21.102791014295438
503,H2_10_2025_01_24,2025_01_24,10,RSV-A,genome,0.005515723061249129,0.7329392446633826,3281.154876847291,23.658033874003046
504,H3_16_2025_01_25,2025_01_25,16,RSV-A,G,0.002948061641180697,0.432712215320911,119.7919254658385,31.10047846889952
505,H3_16_2025_01_25,2025_01_25,16,RSV-A,F,0.002078597515317913,0.49391304347826087,857.9020289855073,12.910798122065728
506,H3_16_2025_01_25,2025_01_25,16,RSV-A,genome,0.003490703461038611,0.23376026272577996,1296.2165517241378,19.66844619275077
507,A1_05_2025_01_29,2025_01_29,05,RSV-A,G,0.09777777936723493,0.015527950310559006,0.9420289855072463,200.0
508,A1_05_2025_01_29,2025_01_29,05,RSV-A,F,0.012121212181418832,0.025507246376811593,0.5020289855072464,22.727272727272727
509,A1_05_2025_01_29,2025_01_29,05,RSV-A,genome,0.026570048885069,0.009064039408866995,0.33655172413793105,65.21739130434783
510,A2_15_2025_01_29,2025_01_29,15,RSV-A,G,,0.0,0.0,
511,A2_15_2025_01_29,2025_01_29,15,RSV-A,F,,0.0,0.0,
512,A2_15_2025_01_29,2025_01_29,15,RSV-A,genome,,0.0,0.0,
513,C1_10_2025_01_29,2025_01_29,10,RSV-A,G,0.0019107283483666927,0.7867494824016563,2526.430641821946,36.84210526315789
514,C1_10_2025_01_29,2025_01_29,10,RSV-A,F,0.0005482126535536941,0.48,1138.5031884057971,12.077294685990339
515,C1_10_2025_01_29,2025_01_29,10,RSV-A,genome,0.0029770811320901382,0.7196059113300493,2771.0519540229884,20.354143848119755
516,C2_16_2025_01_29,2025_01_29,16,RSV-A,G,,0.0,0.38198757763975155,
517,C2_16_2025_01_29,2025_01_29,16,RSV-A,F,,0.0,0.19014492753623188,
518,C2_16_2025_01_29,2025_01_29,16,RSV-A,genome,0.003233594190428233,0.0734975369458128,223.93083743842365,16.979445933869528
519,E1_17_2025_01_29,2025_01_29,17,RSV-A,G,0.02513618767300178,0.11387163561076605,2.439958592132505,54.54545454545454
520,E1_17_2025_01_29,2025_01_29,17,RSV-A,F,0.010045079145772896,0.07710144927536232,2.1107246376811593,30.075187969924812
521,E1_17_2025_01_29,2025_01_29,17,RSV-A,genome,0.011450495378153054,0.056420361247947456,1.6826272577996715,29.10360884749709
