location	variant	date	proportion	proportionLower	proportionUpper
Basel (BS)	B.D.4.1.1	2024-12-09	0.0011698321353016902	3.3929472593527405e-20	0.005390344962097696
Basel (BS)	B.D.4.1.1	2025-01-01	0.002564347866616571	7.857361495031677e-09	0.016721239675324264
Basel (BS)	B.D.4.1.1	2025-01-12	0.0005794922841294771	6.311048240069957e-14	0.003416368199810391
Basel (BS)	B.D.4.1.1	2025-01-16	0.00048286184521859223	6.176213539396369e-12	0.003072833120379604
Basel (BS)	B.D.4.1.1	2025-01-20	0.0004559415090187043	7.296704486003141e-15	0.002758366897420951
Basel (BS)	B.D.4.1.1	2025-01-24	0.0006378288644635133	1.8933461642051644e-14	0.003741962611716858
Basel (BS)	B.D.4.1.1	2025-02-02	0.0005440843562213509	1.7097440899861278e-12	0.0030867230481763366
Basel (BS)	B.D.4.1.1	2025-02-06	0.0003673588901057884	8.71522730874515e-13	0.00281891433027694
Basel (BS)	B.D.4.1.1	2025-02-27	0.0061682277711146	0.0003330039036487057	0.015519510520566125
Basel (BS)	B.D.4.1.1	2025-03-03	0.004474705224101351	0.00033241455331105583	0.01339275748486144
Basel (BS)	B.D.4.1.1	2025-03-07	0.0012643382916373489	1.1294888415440255e-11	0.005718466795832072
Basel (BS)	B.D.E.1	2024-12-09	0.663038219771704	6.085337066932072e-08	0.994570799602839
Basel (BS)	B.D.E.1	2025-01-01	0.25239582954002127	2.059209182266907e-21	0.943669641354099
Basel (BS)	B.D.E.1	2025-01-12	0.5064341768050277	0.004021734608082208	0.9758816624748878
Basel (BS)	B.D.E.1	2025-01-16	0.7800182269700975	0.6679220653730671	0.9766570044046097
Basel (BS)	B.D.E.1	2025-01-20	0.8461769508492548	0.766816784582565	0.9835736536612982
Basel (BS)	B.D.E.1	2025-01-24	0.9182948057491225	0.7724056879551221	0.9843254536483548
Basel (BS)	B.D.E.1	2025-02-02	0.5050187842428224	0.0037954382591646406	0.986201709509198
Basel (BS)	B.D.E.1	2025-02-06	0.15859452034120974	7.211349834059366e-13	0.9861861293420121
Basel (BS)	B.D.E.1	2025-02-27	0.9780971532221691	0.9559379054338067	0.9878879717307939
Basel (BS)	B.D.E.1	2025-03-03	0.9315261200125596	0.6357877876818617	0.9861564854456771
Basel (BS)	B.D.E.1	2025-03-07	0.7573695008069496	0.2909380823725711	0.9816611445020887
Basel (BS)	B.D.E.1.1	2024-12-09	0.0844599494978594	2.4956673939932936e-05	0.9516004893822071
Basel (BS)	B.D.E.1.1	2025-01-01	0.21102043871024492	0.00045339562500770574	0.963284702317176
Basel (BS)	B.D.E.1.1	2025-01-12	0.1429694957781141	0.0033144270123181365	0.8372720662566855
Basel (BS)	B.D.E.1.1	2025-01-16	0.0159920747504214	0.0023271123613783033	0.031944414914814735
Basel (BS)	B.D.E.1.1	2025-01-20	0.009129597654081419	0.0018909155027970381	0.025942194824495814
Basel (BS)	B.D.E.1.1	2025-01-24	0.019249376137712517	0.0024947994242657118	0.1424942831677019
Basel (BS)	B.D.E.1.1	2025-02-02	0.013378417412627583	0.00145095577580905	0.02798029450445511
Basel (BS)	B.D.E.1.1	2025-02-06	0.00246552886626858	0.00013960471936884952	0.009849760670041176
Basel (BS)	B.D.E.1.1	2025-02-27	0.004405157026725698	0.0018331129172353656	0.009832864778948245
Basel (BS)	B.D.E.1.1	2025-03-03	0.0062428305594465616	0.002260656778486148	0.016877830026380877
Basel (BS)	B.D.E.1.1	2025-03-07	0.05520029155337828	0.0027156541602207963	0.39458306773057605
Basel (BS)	B.D.E.1.2	2024-12-09	0.0008343571299722517	4.6999423090257216e-20	0.004885714915276609
Basel (BS)	B.D.E.1.2	2025-01-01	0.0020198739208539067	1.2915616942211094e-15	0.011554286903437079
Basel (BS)	B.D.E.1.2	2025-01-12	0.001065791932035839	1.8379858671334272e-10	0.0030077197906152563
Basel (BS)	B.D.E.1.2	2025-01-16	0.0011442454708678836	2.1872202650932674e-08	0.0029626149314741137
Basel (BS)	B.D.E.1.2	2025-01-20	0.001403173459080213	0.00012635462294159682	0.0034825879088777475
Basel (BS)	B.D.E.1.2	2025-01-24	0.002463379935035403	0.00048683524876468547	0.006505100927817338
Basel (BS)	B.D.E.1.2	2025-02-02	0.0008642708360798729	1.3301443601392865e-16	0.002991708330753681
Basel (BS)	B.D.E.1.2	2025-02-06	0.00019583843676335255	1.4759927619032946e-21	0.0010805638223237255
Basel (BS)	B.D.E.1.2	2025-02-27	0.0016871785143367096	2.470934052794297e-12	0.004966152055785457
Basel (BS)	B.D.E.1.2	2025-03-03	0.0013194431688888242	1.3541257919361706e-16	0.0048532940312751875
Basel (BS)	B.D.E.1.2	2025-03-07	0.001319349048192687	1.3900093422011203e-17	0.005626796926801402
Basel (BS)	B.D.E.1.8	2024-12-09	0.2461909844664931	4.571422246796241e-21	0.9935875504902761
Basel (BS)	B.D.E.1.8	2025-01-01	0.5079427385379416	0.011802240877653832	0.9701647268500887
Basel (BS)	B.D.E.1.8	2025-01-12	0.3443197301372289	0.00860875691393761	0.9743824754238414
Basel (BS)	B.D.E.1.8	2025-01-16	0.1977615217289639	0.01145501389875781	0.3173885104500997
Basel (BS)	B.D.E.1.8	2025-01-20	0.13794892526296942	0.00485811299797011	0.22082844286206693
Basel (BS)	B.D.E.1.8	2025-01-24	0.053089721134268436	0.002997197534846573	0.18953799445336597
Basel (BS)	B.D.E.1.8	2025-02-02	0.47594197819509154	0.003923974134128238	0.9886860307144625
Basel (BS)	B.D.E.1.8	2025-02-06	0.8349969739620944	0.006017840280590036	0.9946326609996561
Basel (BS)	B.D.E.1.8	2025-02-27	0.0036515184517480876	0.0007968407609954764	0.011692480063781886
Basel (BS)	B.D.E.1.8	2025-03-03	0.05049352663154608	0.0019513135055222197	0.34673954075928987
Basel (BS)	B.D.E.1.8	2025-03-07	0.17603804226345995	0.004075238309853326	0.6289875948847058
Basel (BS)	B.D.E.7	2024-12-09	0.00010080920872449213	4.0320375978344905e-19	0.000674454302698755
Basel (BS)	B.D.E.7	2025-01-01	0.00016965993935274816	3.105698381165752e-30	0.0012788163190482708
Basel (BS)	B.D.E.7	2025-01-12	0.00034104295596924	4.346596864930089e-17	0.0012735584124943888
Basel (BS)	B.D.E.7	2025-01-16	0.00036694419036068285	1.2923915385587399e-17	0.0012734403318419598
Basel (BS)	B.D.E.7	2025-01-20	0.0005257138865887122	3.877570829603386e-13	0.001551012904719033
Basel (BS)	B.D.E.7	2025-01-24	0.000874105509886163	4.934358955224877e-05	0.0022460021631438083
Basel (BS)	B.D.E.7	2025-02-02	0.0003908519553901598	2.5596365296473817e-18	0.001432355465212264
Basel (BS)	B.D.E.7	2025-02-06	0.00021648958090259306	5.220695889289538e-25	0.0010039793964539928
Basel (BS)	B.D.E.7	2025-02-27	0.0031890198571840737	0.000983922890709279	0.006893264252504718
Basel (BS)	B.D.E.7	2025-03-03	0.002315505469363954	0.0006679114129036765	0.005131098583961048
Basel (BS)	B.D.E.7	2025-03-07	0.0020169560978731986	0.0005183806891333061	0.00516910527574083
Basel (BS)	undetermined	2024-12-09	0.004205847789945002	0.001030318764704483	0.009327571239155813
Basel (BS)	undetermined	2025-01-01	0.023887111484968984	0.0011857313258617158	0.11935097550938857
Basel (BS)	undetermined	2025-01-12	0.004290270107494726	0.0012531796675843525	0.00800402580431871
Basel (BS)	undetermined	2025-01-16	0.004234125044070052	0.001139219281659055	0.007516151840852398
Basel (BS)	undetermined	2025-01-20	0.0043596973790067115	0.0018296798615764372	0.007790715150771742
Basel (BS)	undetermined	2025-01-24	0.00539078266951141	0.0021092619921558903	0.009764550733982845
Basel (BS)	undetermined	2025-02-02	0.003861613001766997	0.0008529239325102284	0.007572207819189035
Basel (BS)	undetermined	2025-02-06	0.00316328992265554	0.001287807111589006	0.005885950071894207
Basel (BS)	undetermined	2025-02-27	0.002801745156721784	9.498912675230824e-20	0.012126721950314565
Basel (BS)	undetermined	2025-03-03	0.0036278689340936195	1.422867813540699e-19	0.010705812210821746
Basel (BS)	undetermined	2025-03-07	0.006791521938508812	0.0023881087933828003	0.015563261620191386
Chur (GR)	B.D.4.1.1	2024-12-07	0.0007680575880545075	2.8232817287719136e-15	0.004422294287263653
Chur (GR)	B.D.4.1.1	2024-12-15	0.005939153080532072	3.325606150352093e-15	0.010633375158940691
Chur (GR)	B.D.4.1.1	2024-12-20	0.0016097226201781203	6.446501087009255e-16	0.011227830434082538
Chur (GR)	B.D.4.1.1	2024-12-28	0.0013097423417423306	1.6399268691391482e-20	0.007711965077967795
Chur (GR)	B.D.4.1.1	2024-12-29	0.0013818204575013076	1.1708470067309364e-19	0.010304291871544916
Chur (GR)	B.D.4.1.1	2025-01-11	0.0004878910026301317	4.501250350677085e-16	0.0037560590164476965
Chur (GR)	B.D.4.1.1	2025-01-19	0.00045695382072572497	3.638402565363965e-13	0.003290074709976028
Chur (GR)	B.D.4.1.1	2025-01-21	0.0004649424043154402	2.013500788086777e-12	0.0032799356278917177
Chur (GR)	B.D.4.1.1	2025-01-24	0.0005235571376178109	5.70862926232851e-13	0.0035772693153926366
Chur (GR)	B.D.4.1.1	2025-01-29	0.000981282660203479	4.3546912853702897e-16	0.007562501975530713
Chur (GR)	B.D.4.1.1	2025-02-01	0.0018337716532497584	2.4810714162243446e-14	0.01174482009955715
Chur (GR)	B.D.4.1.1	2025-02-06	0.0032316513356478644	7.220770731984108e-15	0.010422483332505124
Chur (GR)	B.D.4.1.1	2025-02-09	0.0035021615872365985	4.428560355746385e-17	0.01136940743465478
Chur (GR)	B.D.4.1.1	2025-02-10	0.0036869853740277335	1.3230339981341233e-17	0.010966405415196995
Chur (GR)	B.D.4.1.1	2025-02-14	0.004048552173034065	1.1846667985440209e-17	0.009992546794209635
Chur (GR)	B.D.4.1.1	2025-02-18	0.0033754454912595594	2.072434727024065e-14	0.008162302291580934
Chur (GR)	B.D.4.1.1	2025-02-22	0.0026382486982747316	1.216763821240147e-13	0.006079301853614055
Chur (GR)	B.D.4.1.1	2025-02-26	0.00217038949475635	2.6278979297115474e-13	0.005823418621658601
Chur (GR)	B.D.4.1.1	2025-03-02	0.0011631104979287184	4.963661912770383e-15	0.0042718734826904334
Chur (GR)	B.D.4.1.1	2025-03-06	0.0008083764758347128	5.215146745744789e-16	0.00419534293284958
Chur (GR)	B.D.4.1.1	2025-03-07	0.0008003709405265207	1.907584438775654e-16	0.004400214322086916
Chur (GR)	B.D.4.1.1	2025-03-15	0.0016686626065050745	3.7566469904055095e-17	0.009429644192494067
Chur (GR)	B.D.4.1.1	2025-03-23	0.01094911994968946	4.124187599153112e-10	0.035069180984070816
Chur (GR)	B.D.4.1.1	2025-04-05	0.004236418132857724	1.705767262021445e-05	0.010072396633453164
Chur (GR)	B.D.4.1.1	2025-04-07	0.004412089169589456	0.0011630907561619947	0.010764911052174047
Chur (GR)	B.D.4.1.1	2025-04-13	0.004997474610566683	0.0010370487068931396	0.017458085995011058
Chur (GR)	B.D.4.1.1	2025-04-18	0.005298060302756134	0.0008449673260791631	0.01834516624035566
Chur (GR)	B.D.E.1	2024-12-07	0.6030481523831976	1.1910238438147943e-10	0.992772743582283
Chur (GR)	B.D.E.1	2024-12-15	0.906125966960263	0.009034457623981937	0.992611419075392
Chur (GR)	B.D.E.1	2024-12-20	0.899488712165711	0.282006056848269	0.9873900744496032
Chur (GR)	B.D.E.1	2024-12-28	0.2524329537560874	2.2338653495173566e-23	0.956570200773058
Chur (GR)	B.D.E.1	2024-12-29	0.2499578795110898	1.9734739886588427e-19	0.9570917380162526
Chur (GR)	B.D.E.1	2025-01-11	0.8606341636780427	0.04358967415627994	0.9924831641154319
Chur (GR)	B.D.E.1	2025-01-19	0.5364104635150495	0.007214569366783118	0.990402523082951
Chur (GR)	B.D.E.1	2025-01-21	0.46652289232476707	0.005537583615189553	0.9892084467493083
Chur (GR)	B.D.E.1	2025-01-24	0.39258723774608034	0.004961693086786414	0.9850403057415472
Chur (GR)	B.D.E.1	2025-01-29	0.5802839790103096	0.10521674638921485	0.9728643266380008
Chur (GR)	B.D.E.1	2025-02-01	0.8326320634524911	0.5540937378370812	0.9800258466902029
Chur (GR)	B.D.E.1	2025-02-06	0.976377814218142	0.9597286134121858	0.991032809100844
Chur (GR)	B.D.E.1	2025-02-09	0.9840221704381736	0.9725841815595211	0.9919355835021234
Chur (GR)	B.D.E.1	2025-02-10	0.9841963119558004	0.9745542013402242	0.9917221656201863
Chur (GR)	B.D.E.1	2025-02-14	0.9831784860200448	0.9738820435137553	0.9901614696409352
Chur (GR)	B.D.E.1	2025-02-18	0.9827723848408294	0.9714015865892729	0.9898696681620108
Chur (GR)	B.D.E.1	2025-02-22	0.971125050458823	0.9239069746231637	0.9902486335637223
Chur (GR)	B.D.E.1	2025-02-26	0.9766846204497348	0.9531437339235047	0.990467592135176
Chur (GR)	B.D.E.1	2025-03-02	0.9789497505464527	0.9599949599175853	0.991650259471836
Chur (GR)	B.D.E.1	2025-03-06	0.9768496327759395	0.9176197989973937	0.9915113818801298
Chur (GR)	B.D.E.1	2025-03-07	0.9757562994537109	0.9093236926916328	0.9911866018558223
Chur (GR)	B.D.E.1	2025-03-15	0.9280021185153358	0.6435822225037494	0.9734509137919463
Chur (GR)	B.D.E.1	2025-03-23	0.1444148221971199	2.732326949067704e-33	0.9618542909920469
Chur (GR)	B.D.E.1	2025-04-05	0.8902221851235277	0.0021859577845350373	0.9935497005299024
Chur (GR)	B.D.E.1	2025-04-07	0.8843293727203395	0.003172674783504517	0.9929311541069001
Chur (GR)	B.D.E.1	2025-04-13	0.803921258798615	0.0004659454929340866	0.9922187486823051
Chur (GR)	B.D.E.1	2025-04-18	0.8191626241751473	0.0009943941564591503	0.9910735972700854
Chur (GR)	B.D.E.1.1	2024-12-07	0.011503740705514784	3.603386240395791e-19	0.0069424447411824755
Chur (GR)	B.D.E.1.1	2024-12-15	0.002023366862350699	0.0002293963198290493	0.005585397959543063
Chur (GR)	B.D.E.1.1	2024-12-20	0.009614715292115052	0.0010297820938203887	0.013039240140812975
Chur (GR)	B.D.E.1.1	2024-12-28	0.006503028927290002	8.773029596473919e-15	0.016620612211797163
Chur (GR)	B.D.E.1.1	2024-12-29	0.006455293674466888	9.700590460094317e-11	0.016261904939295416
Chur (GR)	B.D.E.1.1	2025-01-11	0.003159708335193013	0.000664768452125022	0.00990962222845833
Chur (GR)	B.D.E.1.1	2025-01-19	0.004551326311875827	0.0015243251969506988	0.013160174530867175
Chur (GR)	B.D.E.1.1	2025-01-21	0.004840226080081352	0.0015719608888755082	0.015222851692491874
Chur (GR)	B.D.E.1.1	2025-01-24	0.006348471817264675	0.0014520749669229842	0.016228242759337357
Chur (GR)	B.D.E.1.1	2025-01-29	0.011273753456090505	0.0017954933689922233	0.044675468482627684
Chur (GR)	B.D.E.1.1	2025-02-01	0.020454134130289757	0.0017459921078406134	0.1935505787006624
Chur (GR)	B.D.E.1.1	2025-02-06	0.00422289139654767	0.000835609161544322	0.013024466450591255
Chur (GR)	B.D.E.1.1	2025-02-09	0.002643484765645505	0.0006120991508739889	0.006873824930421103
Chur (GR)	B.D.E.1.1	2025-02-10	0.0024529300949695815	0.0005765819713513387	0.005893853939714437
Chur (GR)	B.D.E.1.1	2025-02-14	0.0026558402051408032	0.000864993803176599	0.006924354040413587
Chur (GR)	B.D.E.1.1	2025-02-18	0.004656103069685098	0.001468861800648349	0.013460046588495936
Chur (GR)	B.D.E.1.1	2025-02-22	0.008578388770784066	0.0015845088160108339	0.03415275101062149
Chur (GR)	B.D.E.1.1	2025-02-26	0.004930691936183381	0.0013242552804729702	0.014121066560465315
Chur (GR)	B.D.E.1.1	2025-03-02	0.002532277193180545	0.0006893832599136904	0.006867514347951355
Chur (GR)	B.D.E.1.1	2025-03-06	0.0021388492025157875	0.0005749159769187857	0.006165766271374398
Chur (GR)	B.D.E.1.1	2025-03-07	0.002216077414407514	0.000544426992154385	0.006634836530744073
Chur (GR)	B.D.E.1.1	2025-03-15	0.006189429038775293	0.0010337853788611817	0.01651076940936298
Chur (GR)	B.D.E.1.1	2025-03-23	0.04750582921506494	1.02766245187278e-06	0.7254429975100811
Chur (GR)	B.D.E.1.1	2025-04-05	0.025001524010420238	0.00021922891437690774	0.11960203616096338
Chur (GR)	B.D.E.1.1	2025-04-07	0.02231528683451115	0.0002311294166637538	0.021572611514915904
Chur (GR)	B.D.E.1.1	2025-04-13	0.0033148628690266345	0.00041243000893050177	0.010489404681712606
Chur (GR)	B.D.E.1.1	2025-04-18	0.002714479711965659	0.0004997405362248297	0.010265289682537804
Chur (GR)	B.D.E.1.2	2024-12-07	0.00023315362952625347	2.1920164207903092e-21	0.0016079055620450227
Chur (GR)	B.D.E.1.2	2024-12-15	0.001083765074178163	2.206413746117344e-18	0.00485882025988333
Chur (GR)	B.D.E.1.2	2024-12-20	0.002982605385794841	1.0381788885603134e-11	0.011857876323302133
Chur (GR)	B.D.E.1.2	2024-12-28	0.03111442530096498	1.532149878406544e-17	0.45013311471349654
Chur (GR)	B.D.E.1.2	2024-12-29	0.028872716533512078	1.9227977884004885e-12	0.4470795499723232
Chur (GR)	B.D.E.1.2	2025-01-11	0.0006146581305261435	4.0839134837275174e-19	0.002774857625204083
Chur (GR)	B.D.E.1.2	2025-01-19	0.00016452727733978894	2.0160832160453602e-18	0.0008179387648094775
Chur (GR)	B.D.E.1.2	2025-01-21	0.0001639801626060966	4.690356123162376e-18	0.0007830167415709187
Chur (GR)	B.D.E.1.2	2025-01-24	0.00020154986194236303	7.414457163712002e-19	0.0008065963074257531
