location	variant	date	proportion	proportionLower	proportionUpper
Zürich (ZH)	B.D.4.1.1	2025-03-28	0.0007924004248934514	1.858983538693209e-14	0.006033337432420514
Zürich (ZH)	B.D.4.1.1	2025-04-03	0.007268902286640931	3.3307139130274086e-05	0.019911272749866028
Zürich (ZH)	B.D.4.1.1	2025-04-05	0.008629012412029903	8.16781563908489e-06	0.02482442865785244
Zürich (ZH)	B.D.4.1.1	2025-04-13	0.0005929002350721804	1.730227535957675e-20	0.004256100961534219
Zürich (ZH)	B.D.4.1.1	2025-04-18	0.0004763944392596326	1.7089142533671818e-19	0.002762228700891923
Zürich (ZH)	B.D.E.1	2024-12-03	0.9868275662210295	0.9757289976730518	0.9941388324537566
Zürich (ZH)	B.D.E.1	2024-12-07	0.9898775263254092	0.9839994219458821	0.9948590175131898
Zürich (ZH)	B.D.E.1	2024-12-08	0.9899447915867166	0.9839987190543417	0.9946958304439557
Zürich (ZH)	B.D.E.1	2024-12-11	0.9887572625134693	0.9829094281310726	0.9939020243191021
Zürich (ZH)	B.D.E.1	2024-12-13	0.9871482804350151	0.9791315195106968	0.9931887866585715
Zürich (ZH)	B.D.E.1	2024-12-15	0.9851215446417991	0.9748723967224457	0.9925080924291753
Zürich (ZH)	B.D.E.1	2024-12-19	0.971343013763227	0.8922418644088024	0.9922955021643273
Zürich (ZH)	B.D.E.1	2024-12-21	0.9441226364942683	0.5678158263586875	0.9908796949134834
Zürich (ZH)	B.D.E.1	2024-12-23	0.8952420618270946	0.2951669150194927	0.988885929668782
Zürich (ZH)	B.D.E.1	2024-12-27	0.8756367606108786	0.11236027682899931	0.9873679755277366
Zürich (ZH)	B.D.E.1	2024-12-28	0.8877789324609497	0.29976543809439266	0.9877169954147089
Zürich (ZH)	B.D.E.1	2025-01-01	0.9636482684499873	0.88407473860502	0.9885483049580714
Zürich (ZH)	B.D.E.1	2025-01-03	0.9761069210901513	0.9479976343898359	0.9885845063630248
Zürich (ZH)	B.D.E.1	2025-01-09	0.984634114245894	0.9741786792128907	0.9906410497999605
Zürich (ZH)	B.D.E.1	2025-01-11	0.9853811311797042	0.974821559261134	0.9911055886603563
Zürich (ZH)	B.D.E.1	2025-01-13	0.9854761769183988	0.9753849393787943	0.9913155908393729
Zürich (ZH)	B.D.E.1	2025-01-19	0.9861240168753614	0.9772765854980705	0.9916018923584675
Zürich (ZH)	B.D.E.1	2025-01-21	0.9869276524325182	0.9783691017650131	0.9923757736238291
Zürich (ZH)	B.D.E.1	2025-01-24	0.9864458990387717	0.975813709925338	0.9927869079711712
Zürich (ZH)	B.D.E.1	2025-01-29	0.9433639168904254	0.47599465287795156	0.9884999239217314
Zürich (ZH)	B.D.E.1	2025-02-01	0.904673118664209	0.5217570113404698	0.9872634371872357
Zürich (ZH)	B.D.E.1	2025-02-06	0.9806519427987298	0.9531425343610711	0.9917120667603581
Zürich (ZH)	B.D.E.1	2025-02-09	0.9862969289324268	0.9746986794557113	0.9926896656899752
Zürich (ZH)	B.D.E.1	2025-02-10	0.9869868147451452	0.9770898978432728	0.9927451196865027
Zürich (ZH)	B.D.E.1	2025-02-14	0.9870732690710503	0.9798409906809529	0.991528292877519
Zürich (ZH)	B.D.E.1	2025-02-18	0.983133326182153	0.9768213430078193	0.9883279086134305
Zürich (ZH)	B.D.E.1	2025-02-22	0.9751989369467299	0.9658413894866724	0.9835363843329424
Zürich (ZH)	B.D.E.1	2025-02-26	0.9506058902436146	0.765496355395952	0.9783028001346478
Zürich (ZH)	B.D.E.1	2025-03-02	0.8966652173351883	0.5170109638014435	0.979176305297202
Zürich (ZH)	B.D.E.1	2025-03-06	0.9183464513325162	0.517035313713532	0.9837232659222515
Zürich (ZH)	B.D.E.1	2025-03-07	0.9292634467432356	0.517155070676829	0.9843619756986487
Zürich (ZH)	B.D.E.1	2025-03-10	0.958565477968285	0.6773924349314387	0.9875139349121418
Zürich (ZH)	B.D.E.1	2025-03-15	0.9793448798854605	0.9642075246749632	0.9909904505280499
Zürich (ZH)	B.D.E.1	2025-03-18	0.9792459459635368	0.9623943112147456	0.9912980388345027
Zürich (ZH)	B.D.E.1	2025-03-23	0.7924432456183942	0.09413202913080297	0.9861456272972005
Zürich (ZH)	B.D.E.1	2025-03-26	0.641270390437168	0.036251935056577186	0.9778812337207781
Zürich (ZH)	B.D.E.1	2025-03-28	0.713626186373571	0.048797190176184946	0.9781646602330802
Zürich (ZH)	B.D.E.1	2025-04-03	0.9761966262971087	0.9559024420474121	0.9857098149387093
Zürich (ZH)	B.D.E.1	2025-04-05	0.9733622142523057	0.9444613266252311	0.9861188428436144
Zürich (ZH)	B.D.E.1	2025-04-13	0.9556332018542711	0.4754402930329106	0.9924756802472635
Zürich (ZH)	B.D.E.1	2025-04-18	0.9048115122111581	0.07743892679943559	0.9929864963942797
Zürich (ZH)	B.D.E.1.1	2024-12-03	0.0018312814015993405	0.00029236999348909867	0.004428945296881929
Zürich (ZH)	B.D.E.1.1	2024-12-07	0.0013079403570002166	0.0003509287815377008	0.0029359617168970534
Zürich (ZH)	B.D.E.1.1	2024-12-08	0.001305778877656523	0.00038284723664947645	0.002795591631047917
Zürich (ZH)	B.D.E.1.1	2024-12-11	0.0015862340830156726	0.0006429976252654565	0.0029914652105531934
Zürich (ZH)	B.D.E.1.1	2024-12-13	0.002039623951166811	0.0008540878540116055	0.0036838413039010547
Zürich (ZH)	B.D.E.1.1	2024-12-15	0.0027189181659759932	0.0010001382523809293	0.006372919695453839
Zürich (ZH)	B.D.E.1.1	2024-12-19	0.007524197360680967	0.0012989174800130674	0.04580958150203946
Zürich (ZH)	B.D.E.1.1	2024-12-21	0.02470869849247502	0.0018670971605918173	0.1984161094293676
