,sample_id,date,location,subtype,genome_region,nuc_diversity,covered_part,mean_pos_coverage,richness
140,G1_17_2024_12_11,2024_12_11,17,RSV-B,genome,,0.0,0.28058073840494024,
141,H2_16_2024_12_12,2024_12_12,16,RSV-B,G,0.007564108580570001,0.7566988210075026,6295.6452304394425,36.827195467422094
142,H2_16_2024_12_12,2024_12_12,16,RSV-B,F,0.0017311494720629124,0.9802898550724638,5886.615652173913,10.644589000591367
143,H2_16_2024_12_12,2024_12_12,16,RSV-B,genome,0.002605556763743474,0.6855866509000131,3408.559781894626,15.235722499041778
144,B1_05_2024_12_13,2024_12_13,05,RSV-B,G,0.0005334077040421303,0.6162915326902465,7296.673097534834,31.30434782608696
145,B1_05_2024_12_13,2024_12_13,05,RSV-B,F,0.0007311869269553461,0.807536231884058,7364.022028985507,12.921751615218952
146,B1_05_2024_12_13,2024_12_13,05,RSV-B,genome,0.0005796160644772373,0.3117855735120221,2049.8117198791224,16.224188790560472
147,C2_25_2024_12_13,2024_12_13,25,RSV-B,G,,0.0,0.0,
148,C2_25_2024_12_13,2024_12_13,25,RSV-B,F,,0.0,0.0,
149,C2_25_2024_12_13,2024_12_13,25,RSV-B,genome,,0.0,0.0,
150,E1_10_2024_12_13,2024_12_13,10,RSV-B,G,,0.0,0.02679528403001072,
151,E1_10_2024_12_13,2024_12_13,10,RSV-B,F,,0.0,0.06144927536231884,
152,E1_10_2024_12_13,2024_12_13,10,RSV-B,genome,0.002039520869284964,0.20036788858231508,75.12954933648666,11.475409836065573
153,F2_15_2024_12_13,2024_12_13,15,RSV-B,G,,0.0,0.0,
154,F2_15_2024_12_13,2024_12_13,15,RSV-B,F,,0.0,0.0,
155,F2_15_2024_12_13,2024_12_13,15,RSV-B,genome,,0.0,0.0,
156,H1_17_2024_12_13,2024_12_13,17,RSV-B,G,,0.0,0.8338692390139335,
157,H1_17_2024_12_13,2024_12_13,17,RSV-B,F,,0.0,0.5147826086956522,
158,H1_17_2024_12_13,2024_12_13,17,RSV-B,genome,,0.0,0.1660754171593746,
159,A3_16_2024_12_14,2024_12_14,16,RSV-B,G,0.00285747612741791,0.6195069667738478,197.7277599142551,19.031141868512112
160,A3_16_2024_12_14,2024_12_14,16,RSV-B,F,,0.0,0.2539130434782609,
161,A3_16_2024_12_14,2024_12_14,16,RSV-B,genome,0.0018457655050791628,0.6566154250427013,306.15418473262383,12.706353176588294
162,A2_17_2024_12_15,2024_12_15,17,RSV-B,G,,0.0,0.05359056806002144,
163,A2_17_2024_12_15,2024_12_15,17,RSV-B,F,0.0,0.21159420289855072,9.569855072463769,5.47945205479452
164,A2_17_2024_12_15,2024_12_15,17,RSV-B,genome,6.091700685612571e-05,0.41709368019971094,1260.8144790434897,6.300204756654591
165,C1_05_2024_12_15,2024_12_15,05,RSV-B,G,0.004823506267077271,0.8896034297963559,1650.0332261521971,28.91566265060241
166,C1_05_2024_12_15,2024_12_15,05,RSV-B,F,0.0006035763769346838,0.8910144927536232,1712.8660869565217,7.807417046193884
167,C1_05_2024_12_15,2024_12_15,05,RSV-B,genome,0.0006762987568603768,0.555446064906057,1477.8362895808698,10.408042578356003
168,D2_25_2024_12_15,2024_12_15,25,RSV-B,G,,0.0,0.05359056806002144,
169,D2_25_2024_12_15,2024_12_15,25,RSV-B,F,,0.0,0.12289855072463768,
170,D2_25_2024_12_15,2024_12_15,25,RSV-B,genome,,0.0,0.029956641702798582,
171,F1_10_2024_12_15,2024_12_15,10,RSV-B,G,0.0,0.02679528403001072,0.887459807073955,0.0
172,F1_10_2024_12_15,2024_12_15,10,RSV-B,F,0.0,0.008115942028985508,0.6997101449275362,0.0
173,F1_10_2024_12_15,2024_12_15,10,RSV-B,genome,0.001089068521443171,0.08093548810931546,42.10747602154776,8.928571428571429
174,B3_16_2024_12_16,2024_12_16,16,RSV-B,G,0.013160809209644334,1.0,32581.729903536976,51.446945337620576
175,B3_16_2024_12_16,2024_12_16,16,RSV-B,F,0.0035290121199420626,1.0,21539.744347826087,17.971014492753625
176,B3_16_2024_12_16,2024_12_16,16,RSV-B,genome,0.004261334302701232,0.9130206280383655,8928.994153199317,19.571161318175278
177,G2_15_2024_12_16,2024_12_16,15,RSV-B,G,,0.0,0.0,
178,G2_15_2024_12_16,2024_12_16,15,RSV-B,F,,0.0,0.0,
179,G2_15_2024_12_16,2024_12_16,15,RSV-B,genome,,0.0,0.0,
180,G4_16_2024_12_18,2024_12_18,16,RSV-B,G,0.0019608303417252225,0.15005359056806003,12.878885316184352,57.14285714285714
181,G4_16_2024_12_18,2024_12_18,16,RSV-B,F,0.0,0.06144927536231884,5.754202898550725,0.0
182,G4_16_2024_12_18,2024_12_18,16,RSV-B,genome,0.0005033902172998079,0.04296413086322428,2.6951123374063854,18.34862385321101
183,A4_17_2024_12_19,2024_12_19,17,RSV-B,G,,0.0,0.04930332261521972,
184,A4_17_2024_12_19,2024_12_19,17,RSV-B,F,,0.0,0.2544927536231884,
185,A4_17_2024_12_19,2024_12_19,17,RSV-B,genome,,0.0,0.17954276704769412,
186,C3_05_2024_12_19,2024_12_19,05,RSV-B,G,0.033333334090217694,0.015005359056806002,0.8660235798499464,71.42857142857143
187,C3_05_2024_12_19,2024_12_19,05,RSV-B,F,0.0,0.0017391304347826088,0.5802898550724638,0.0
188,C3_05_2024_12_19,2024_12_19,05,RSV-B,genome,0.007602340017842943,0.007489160425699646,0.40605702273025884,26.31578947368421
189,D4_25_2024_12_19,2024_12_19,25,RSV-B,G,,0.0,0.0,
190,D4_25_2024_12_19,2024_12_19,25,RSV-B,F,,0.0,0.0,
191,D4_25_2024_12_19,2024_12_19,25,RSV-B,genome,,0.0,0.01504401524109841,
192,F3_10_2024_12_19,2024_12_19,10,RSV-B,G,0.0017580613804105598,0.864951768488746,1248.326902465166,23.543990086741015
193,F3_10_2024_12_19,2024_12_19,10,RSV-B,F,,0.0,0.18434782608695652,
194,F3_10_2024_12_19,2024_12_19,10,RSV-B,genome,0.000926921234636518,0.3458152673761661,1172.711601629221,13.10790273556231
195,H4_16_2024_12_19,2024_12_19,16,RSV-B,G,0.0060635857856684485,0.6195069667738478,2093.229367631297,31.141868512110726
196,H4_16_2024_12_19,2024_12_19,16,RSV-B,F,0.001788342243401895,0.7478260869565218,2206.4620289855075,12.4031007751938
197,H4_16_2024_12_19,2024_12_19,16,RSV-B,genome,0.002464597060544639,0.5727893837866246,1771.8761660754171,14.565890583782545
198,A5_16_2024_12_20,2024_12_20,16,RSV-B,G,,0.0,0.0,
199,A5_16_2024_12_20,2024_12_20,16,RSV-B,F,,0.0,0.0,
200,A5_16_2024_12_20,2024_12_20,16,RSV-B,genome,,0.0,0.0,
201,B4_17_2024_12_20,2024_12_20,17,RSV-B,G,0.021818178350258677,0.02679528403001072,1.3536977491961415,40.0
202,B4_17_2024_12_20,2024_12_20,17,RSV-B,F,,0.0,0.5153623188405797,
203,B4_17_2024_12_20,2024_12_20,17,RSV-B,genome,0.00956937479630046,0.004992773617133097,0.3788595453948233,39.473684210526315
204,D3_05_2024_12_20,2024_12_20,05,RSV-B,G,,0.0,0.10718113612004287,
205,D3_05_2024_12_20,2024_12_20,05,RSV-B,F,,0.0,0.24521739130434783,
206,D3_05_2024_12_20,2024_12_20,05,RSV-B,genome,0.00031510603666634016,0.09952700039416634,747.1435422414926,19.14191419141914
207,E4_25_2024_12_20,2024_12_20,25,RSV-B,G,,0.0,0.012861736334405145,
208,E4_25_2024_12_20,2024_12_20,25,RSV-B,F,,0.0,0.06144927536231884,
209,E4_25_2024_12_20,2024_12_20,25,RSV-B,genome,,0.0,0.014124293785310734,
210,G3_10_2024_12_20,2024_12_20,10,RSV-B,G,,0.0,0.0,
211,G3_10_2024_12_20,2024_12_20,10,RSV-B,F,,0.0,0.0,
212,G3_10_2024_12_20,2024_12_20,10,RSV-B,genome,,0.0,0.0,
213,C4_17_2024_12_21,2024_12_21,17,RSV-B,G,,0.0,0.0,
214,C4_17_2024_12_21,2024_12_21,17,RSV-B,F,,0.0,0.0,
215,C4_17_2024_12_21,2024_12_21,17,RSV-B,genome,,0.0,0.01504401524109841,
216,E3_05_2024_12_21,2024_12_21,05,RSV-B,G,,0.0,0.0,
217,E3_05_2024_12_21,2024_12_21,05,RSV-B,F,,0.0,0.0,
218,E3_05_2024_12_21,2024_12_21,05,RSV-B,genome,,0.0,0.0,
219,F4_25_2024_12_21,2024_12_21,25,RSV-B,G,,0.0,0.0,
220,F4_25_2024_12_21,2024_12_21,25,RSV-B,F,,0.0,0.1327536231884058,
221,F4_25_2024_12_21,2024_12_21,25,RSV-B,genome,,0.0,0.01504401524109841,
222,H3_10_2024_12_21,2024_12_21,10,RSV-B,G,0.00043824698602056423,0.19185423365487675,9372.072883172561,72.62569832402235
223,H3_10_2024_12_21,2024_12_21,10,RSV-B,F,0.0,0.06144927536231884,3644.9547826086955,0.0
224,H3_10_2024_12_21,2024_12_21,10,RSV-B,genome,0.0003401785755127622,0.40303508080409933,2560.294573643411,12.387938060309697
225,B5_05_2024_12_23,2024_12_23,05,RSV-B,G,,0.0,0.0,
226,B5_05_2024_12_23,2024_12_23,05,RSV-B,F,,0.0,0.0,
227,B5_05_2024_12_23,2024_12_23,05,RSV-B,genome,,0.0,0.0,
228,C6_25_2024_12_23,2024_12_23,25,RSV-B,G,,0.0,0.07181136120042872,
229,C6_25_2024_12_23,2024_12_23,25,RSV-B,F,,0.0,0.18434782608695652,
230,C6_25_2024_12_23,2024_12_23,25,RSV-B,genome,,0.0,0.05945342267770332,
231,E5_10_2024_12_23,2024_12_23,10,RSV-B,G,0.021212125835987864,0.02679528403001072,0.8478027867095391,40.0
232,E5_10_2024_12_23,2024_12_23,10,RSV-B,F,0.0,0.008115942028985508,0.647536231884058,0.0
233,E5_10_2024_12_23,2024_12_23,10,RSV-B,genome,0.007464352478527166,0.008934436999080279,0.2569307581132571,22.058823529411764
234,H5_17_2024_12_23,2024_12_23,17,RSV-B,G,,0.0,0.3804930332261522,
235,H5_17_2024_12_23,2024_12_23,17,RSV-B,F,,0.0,0.20057971014492754,
236,H5_17_2024_12_23,2024_12_23,17,RSV-B,genome,,0.0,0.12120614899487583,
237,F6_16_2024_12_24,2024_12_24,16,RSV-B,G,0.0036312148417466136,0.8863879957127545,5091.890675241158,31.43893591293833
238,F6_16_2024_12_24,2024_12_24,16,RSV-B,F,0.00030061924806367574,0.8353623188405798,2989.817391304348,11.797362942401111
239,F6_16_2024_12_24,2024_12_24,16,RSV-B,genome,0.0010603129569601623,0.7772960189199842,1596.311785573512,11.91683569979716
240,F5_10_2024_12_27,2024_12_27,10,RSV-B,G,0.0019658176643844298,0.19185423365487675,5272.787781350482,61.452513966480446
241,F5_10_2024_12_27,2024_12_27,10,RSV-B,F,6.94275876060701e-05,0.07478260869565218,2064.8115942028985,15.503875968992247
242,F5_10_2024_12_27,2024_12_27,10,RSV-B,genome,0.0005926822593447427,0.3544869268164499,1458.137958218368,11.489992587101558
243,A6_17_2024_12_28,2024_12_28,17,RSV-B,G,0.002751420314432617,0.39442658092175775,522.5787781350482,16.304347826086957
244,A6_17_2024_12_28,2024_12_28,17,RSV-B,F,,0.0,0.26028985507246377,
245,A6_17_2024_12_28,2024_12_28,17,RSV-B,genome,0.0006759630614296854,0.12468795164892918,215.1793456838786,16.33298208640674
246,C5_05_2024_12_28,2024_12_28,05,RSV-B,G,,0.0,0.23258306538049303,
247,C5_05_2024_12_28,2024_12_28,05,RSV-B,F,,0.0,0.38608695652173913,
248,C5_05_2024_12_28,2024_12_28,05,RSV-B,genome,0.0003516373672285104,0.20260149783208514,343.3297858362896,11.024643320363165
249,D6_25_2024_12_28,2024_12_28,25,RSV-B,G,0.023376623492736316,0.023579849946409433,0.7170418006430869,45.45454545454545
250,D6_25_2024_12_28,2024_12_28,25,RSV-B,F,0.0013143475188870245,0.19246376811594204,3.350144927536232,3.0120481927710845
251,D6_25_2024_12_28,2024_12_28,25,RSV-B,genome,0.0028290769586192116,0.16548416765208251,3.872093023255814,9.924573243350537
252,G5_10_2024_12_28,2024_12_28,10,RSV-B,G,0.004048473337681327,0.8553054662379421,1404.7470525187566,28.82205513784461
253,G5_10_2024_12_28,2024_12_28,10,RSV-B,F,0.004313266837918413,0.07478260869565218,376.6846376811594,23.25581395348837
254,G5_10_2024_12_28,2024_12_28,10,RSV-B,genome,0.0021416083166880774,0.1497175141242938,217.07160688477205,15.796401930671347
255,G6_16_2024_12_28,2024_12_28,16,RSV-B,G,0.012074408847697119,0.5455519828510182,14259.137191854234,37.32809430255403
256,G6_16_2024_12_28,2024_12_28,16,RSV-B,F,0.002641137358097282,0.8515942028985507,6223.48231884058,11.572498298162015
257,G6_16_2024_12_28,2024_12_28,16,RSV-B,genome,0.0034841262085005603,0.6147680988043621,3936.8785310734465,15.92220559948707
258,B6_17_2024_12_29,2024_12_29,17,RSV-B,G,0.02517092890786947,0.15005359056806003,4.503751339764202,78.57142857142857
259,B6_17_2024_12_29,2024_12_29,17,RSV-B,F,0.0001288989020980226,0.2747826086956522,978.4382608695652,21.09704641350211
260,B6_17_2024_12_29,2024_12_29,17,RSV-B,genome,0.001984831272139904,0.1533963999474445,615.8802391275785,15.845824411134906
261,D5_05_2024_12_29,2024_12_29,05,RSV-B,G,0.0,0.02679528403001072,0.6366559485530546,0.0
262,D5_05_2024_12_29,2024_12_29,05,RSV-B,F,0.0,0.06144927536231884,0.8150724637681159,0.0
263,D5_05_2024_12_29,2024_12_29,05,RSV-B,genome,0.00029252671911611836,0.18611220601760609,317.7911575351465,8.471584892340275
264,E6_25_2024_12_29,2024_12_29,25,RSV-B,G,,0.0,0.21436227224008575,
265,E6_25_2024_12_29,2024_12_29,25,RSV-B,F,,0.0,0.19246376811594204,
266,E6_25_2024_12_29,2024_12_29,25,RSV-B,genome,,0.0,0.10497963473919328,
